postnr,fylke,rhf,hf,pasientreisekontor
7298,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7300,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7301,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7302,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7310,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7315,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7316,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7318,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7319,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7320,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7321,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7327,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7329,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7331,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7332,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7333,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7334,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7335,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7336,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7338,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7340,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7341,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7342,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7343,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7345,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7350,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7351,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7353,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7354,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7355,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7357,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7358,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7361,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7366,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7370,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7372,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7374,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7380,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7383,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7384,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7386,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7387,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7391,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7392,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7393,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7397,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7398,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7399,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7400,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7401,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7402,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7403,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7404,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7405,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7406,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7407,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7408,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7409,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7410,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7411,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7412,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7413,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7414,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7415,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7416,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7417,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7418,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7419,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7420,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7421,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7422,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7424,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7425,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7426,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7427,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7428,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7429,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7430,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7431,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7432,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7433,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7434,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7435,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7436,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7437,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7438,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7439,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7440,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7441,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7442,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7443,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7444,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7445,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7446,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7447,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7448,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7449,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7450,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7451,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7452,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7453,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7454,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7455,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7456,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7457,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7458,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7459,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7462,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7463,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7463,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7464,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7465,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7466,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7467,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7468,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7469,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7471,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7472,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7473,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7474,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7475,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7476,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7477,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7478,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7479,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7480,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7481,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7482,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7483,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7484,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7485,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7486,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7487,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7488,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7489,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7490,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7491,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7492,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7493,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7494,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7495,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7496,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7497,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7498,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7499,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7500,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7501,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7502,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7503,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7504,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7505,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7506,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7506,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7507,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7508,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7509,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7510,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7512,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7513,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7514,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7517,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7519,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7520,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7525,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7529,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7530,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7531,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7533,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7540,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7541,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7549,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7550,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7551,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7560,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7562,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7563,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7566,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7570,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7580,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7581,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7583,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7584,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7586,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7590,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7591,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7596,Sør-Trøndelag,Helse Midt-Norge,"St Olav, Trondheim","Kjørekontoret i SørTrøndelag, StOlav, Orkdal"
7600,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7601,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7602,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7603,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7604,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7605,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7606,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7607,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7608,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7609,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7609,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7610,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7619,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
7620,Nord-Trøndelag,Helse Midt-Norge,Helse Nord Trøndelag,"Kjørekontoret i NordTrøndelag, Levanger"
